"","Renovate1","EatIn1","FeeNo","Prewar1","Dining1","Dishwasher1","Marble1","HighCeiling1","Hardwood1","Deck1","Elevator1","LaundryNone","Cat1"
"84406",0,0,0,0,0,1,0,0,1,0,1,1,0
"84407",0,1,0,0,0,0,0,0,1,0,0,0,1
"84408",1,0,0,0,0,1,0,1,1,0,0,1,1
"84409",0,1,0,1,0,0,0,0,0,0,1,1,1
"84410",0,0,0,0,0,1,0,0,1,0,1,1,1
"84411",1,1,1,0,0,1,0,0,1,1,1,0,1
"84417",0,1,0,0,1,1,0,0,1,0,0,0,0
"84419",0,1,0,0,1,1,0,1,0,0,0,1,0
"84420",0,0,0,0,0,1,0,0,1,1,1,0,1
"84421",0,1,1,0,1,1,0,0,1,1,0,1,1
"84423",0,1,1,0,0,0,0,0,0,1,1,0,1
"84427",1,1,0,1,0,0,0,1,1,0,1,1,0
"84428",1,0,0,0,0,1,0,0,1,0,0,1,0
"84429",1,0,0,1,1,0,0,0,1,0,1,0,0
"84430",0,0,0,0,0,0,0,0,0,0,0,1,1
"84431",0,1,0,0,0,1,0,0,1,0,1,1,0
"84432",1,1,0,0,0,0,0,1,1,0,0,1,1
"84439",1,1,0,0,0,1,0,0,1,1,1,0,0
"84440",0,0,0,0,0,0,0,0,0,0,0,1,0
"84442",0,0,0,0,0,1,0,0,0,0,1,1,1
"84443",0,1,1,0,0,0,1,0,1,0,1,0,1
"84444",0,0,0,0,0,0,0,0,0,0,0,1,0
"84449",0,1,1,0,1,1,0,0,1,0,0,1,0
"84450",1,1,0,0,0,0,1,0,1,0,1,1,0
"84452",0,0,0,0,0,0,0,0,1,0,0,1,0
"84455",0,1,1,1,0,0,0,0,1,0,0,0,1
"84457",0,1,1,0,0,1,0,1,1,0,0,0,1
"84462",1,1,0,0,0,0,1,0,1,0,0,1,1
"84470",1,0,0,0,1,1,1,0,1,1,1,0,1
"84472",0,0,1,1,1,1,0,0,1,0,0,0,0
"84473",1,0,0,1,0,0,0,0,0,0,0,1,1
"84474",0,1,0,0,0,0,0,0,1,0,1,1,0
"84476",0,1,0,0,0,0,0,0,1,0,0,1,1
"84478",1,0,0,0,0,0,0,0,0,0,0,1,0
"84479",0,0,0,0,1,1,0,0,1,1,1,1,0
"84483",1,0,0,0,0,0,0,0,0,0,0,1,1
"84484",0,1,1,1,0,1,0,0,1,1,0,0,1
"84489",0,0,0,0,0,0,0,0,0,0,1,1,1
"84494",0,1,0,0,1,1,1,0,1,0,1,0,0
"84497",1,1,1,0,0,1,1,0,1,0,0,0,1
"84501",0,1,0,0,0,1,0,0,1,0,1,1,1
"84502",0,0,0,0,0,1,0,0,1,0,1,0,0
"84504",0,0,1,1,0,0,0,1,1,0,0,1,1
"84506",1,1,0,1,0,1,0,0,0,0,0,1,1
"84508",1,1,0,1,0,1,0,0,1,0,0,0,0
"84513",0,1,1,0,0,1,0,0,0,0,1,0,0
"84514",0,0,0,1,0,0,0,0,0,1,1,0,0
"84515",0,0,0,0,0,1,0,0,0,0,1,0,1
"84519",0,1,1,0,1,0,1,1,0,0,1,0,1
"84521",1,1,0,1,1,0,1,0,1,0,1,0,0
"84522",0,1,1,1,0,1,0,0,1,1,1,0,0
"84526",0,1,0,0,0,1,0,0,1,0,1,0,0
"84527",0,1,0,1,0,1,0,0,1,0,1,0,0
"84530",0,1,0,0,0,0,0,1,1,0,0,1,0
"84535",1,1,1,0,0,1,0,0,1,0,1,0,0
"84538",0,0,0,1,0,0,0,0,0,0,0,1,0
"84541",1,0,0,0,0,1,0,0,1,1,1,0,0
"84542",0,1,0,0,0,0,1,0,1,0,1,1,0
"84544",1,1,1,0,0,0,1,0,0,0,1,0,1
"84547",1,1,1,1,0,0,0,0,1,0,1,0,0
"84548",1,1,0,1,0,1,0,0,1,0,0,1,0
"84549",0,1,0,0,0,1,1,0,1,1,0,0,0
"84551",0,0,1,1,0,1,1,0,1,1,1,1,0
"84552",0,1,1,0,0,0,0,0,0,0,0,1,0
"84553",0,0,1,1,1,1,1,0,1,1,1,0,1
"84556",0,0,0,1,0,0,0,0,0,0,1,0,0
"84558",1,0,1,0,1,1,1,0,1,1,0,0,0
"84562",0,0,0,0,0,0,0,0,0,0,0,1,1
"84563",1,1,1,0,0,1,1,0,1,0,0,0,1
"84564",0,1,0,0,0,0,0,1,1,0,1,0,0
"84566",1,1,0,0,1,0,0,0,0,0,1,0,0
"84568",0,1,0,0,0,0,0,0,1,0,0,1,0
"84569",1,1,0,0,0,1,0,0,0,0,0,1,0
"84570",0,0,0,0,0,0,0,0,0,0,1,1,1
"84572",0,0,0,1,0,0,0,0,1,0,0,0,0
"84575",0,0,1,0,0,1,0,0,1,0,0,1,0
"84578",0,0,0,0,0,1,0,0,1,0,0,0,1
"84582",0,0,0,1,0,0,0,0,0,0,1,1,1
"84583",0,0,0,0,0,1,0,0,0,0,1,0,0
"84587",0,0,0,1,0,0,0,0,0,0,0,1,0
"84590",0,1,0,0,0,0,0,0,1,1,1,1,1
"84593",1,1,1,1,0,1,1,0,0,0,0,1,1
"84595",1,1,1,0,1,1,0,0,1,0,1,0,0
"84600",0,1,0,0,0,1,0,0,1,0,1,0,0
"84601",0,1,0,1,0,0,0,0,0,0,0,1,1
"84612",0,1,0,0,0,1,0,0,0,0,1,1,1
"84614",0,1,0,1,0,0,0,0,1,0,1,0,1
"84615",1,1,1,1,1,1,1,0,0,0,0,1,0
"84617",0,0,1,0,0,1,0,0,1,0,1,0,0
"84620",0,1,1,0,1,0,0,0,0,0,1,1,0
"84623",1,0,1,1,0,0,0,0,1,0,1,0,1
"84625",0,1,0,0,0,0,0,0,0,0,1,0,0
"84626",0,1,0,1,0,1,0,0,1,0,1,0,0
"84628",0,1,0,0,0,0,0,0,1,0,0,1,1
"84630",0,0,0,0,0,1,0,0,1,0,1,0,1
"84633",1,0,0,1,0,0,0,0,0,0,0,1,0
"84635",0,1,0,0,1,0,0,0,0,0,1,0,1
"84637",0,1,1,0,0,0,0,0,0,0,1,1,1
"84638",0,1,0,0,0,0,0,0,0,0,0,0,0
"84641",0,0,0,0,0,0,0,0,0,0,0,1,1
"84643",0,0,0,1,0,0,1,0,0,0,0,1,0
"84645",0,1,0,0,0,0,0,0,0,0,0,0,1
"84646",0,0,1,1,0,0,0,0,1,0,0,1,1
"84647",1,0,0,0,0,0,0,0,0,0,0,1,0
"84648",0,1,0,1,0,1,0,0,1,1,1,0,0
"84649",0,1,0,1,0,1,0,0,1,0,0,0,0
"84651",0,1,1,0,0,0,0,0,1,0,1,1,0
"84654",0,1,0,0,0,0,0,0,0,1,0,1,0
"84655",0,1,0,0,0,0,0,0,1,0,0,1,0
"84658",0,0,0,0,0,0,0,0,0,0,0,1,0
"84663",0,1,1,0,0,0,0,0,0,1,1,0,0
"84665",0,0,0,0,0,0,0,0,0,0,1,0,0
"84669",1,0,0,0,0,1,0,0,1,1,1,0,1
"84671",0,0,0,0,0,1,0,0,1,0,0,0,0
"84674",0,1,0,1,0,1,0,0,0,0,1,0,0
"84677",0,1,0,0,1,1,0,1,1,1,1,0,1
"84678",1,1,0,0,1,0,1,1,0,0,0,1,0
"84679",1,1,1,0,1,1,1,0,1,0,1,0,1
"84680",0,1,1,1,0,1,0,0,1,0,1,0,1
"84682",0,0,0,0,1,1,1,1,1,0,1,0,0
"84684",0,0,1,0,0,1,0,0,1,1,1,0,1
"84687",0,1,0,0,0,1,0,0,0,0,0,1,0
"84691",0,1,1,0,0,0,0,0,1,0,1,0,1
"84694",0,1,0,0,0,0,0,0,0,0,0,1,0
"84699",0,1,1,0,1,1,0,0,1,1,1,0,0
"84700",0,1,1,0,1,1,0,0,1,1,1,0,0
"84701",0,0,0,1,0,0,0,0,0,0,0,1,0
"84704",1,1,0,0,0,0,0,0,0,0,0,1,0
"84705",0,1,0,0,0,0,0,0,1,0,0,1,0
"84706",0,0,0,0,0,0,0,0,1,0,0,0,1
"84710",1,1,1,0,1,0,0,0,1,0,1,0,1
"84713",1,1,0,0,1,0,0,0,1,0,1,0,0
"84716",1,1,1,0,1,1,1,1,1,1,1,0,0
"84721",0,1,0,0,0,0,1,0,1,0,0,1,0
"84723",0,1,1,0,1,1,0,0,1,0,0,0,0
"84725",0,1,0,0,0,0,0,0,1,1,1,0,1
"84726",1,1,1,1,0,1,0,1,1,0,0,1,0
"84729",1,1,0,0,0,0,0,0,0,0,0,1,0
"84730",0,0,1,0,1,1,1,0,1,1,1,0,0
"84731",0,0,0,1,0,0,0,0,1,0,0,1,1
"84737",1,1,0,0,1,0,0,0,1,0,1,1,0
"84738",0,1,1,0,0,1,0,0,1,0,1,0,0
"84739",0,0,0,0,0,0,0,0,0,0,1,1,0
"84740",0,1,0,0,0,1,0,0,1,0,1,0,1
"84744",0,0,0,0,0,0,0,0,0,0,0,1,0
"84745",0,1,1,0,1,1,0,0,1,1,1,0,1
"84747",0,1,0,0,0,0,0,0,0,0,1,1,0
"84750",0,0,1,0,0,1,0,0,1,0,1,0,0
"84753",1,1,0,1,0,0,0,0,0,0,0,1,0
"84759",0,1,1,0,0,1,0,0,1,0,1,0,0
"84766",1,1,1,0,1,1,0,0,1,0,1,0,1
"84768",0,0,0,0,0,0,0,0,0,1,0,1,1
"84771",0,0,0,1,0,0,0,0,0,0,0,1,1
"84778",1,1,0,0,1,1,0,0,1,0,1,0,1
"84779",0,0,1,1,1,1,0,0,1,0,1,0,0
"84781",0,1,0,0,0,0,0,1,1,0,0,1,0
"84782",0,0,0,0,0,1,0,0,1,0,1,0,0
"84785",0,0,0,0,0,0,0,0,1,0,0,1,0
"84789",0,0,0,0,0,1,0,0,1,1,1,0,1
"84790",0,0,1,0,0,1,0,0,1,1,1,0,1
"84791",0,1,0,0,0,1,0,1,1,1,1,1,1
"84799",1,1,1,0,0,1,1,0,1,0,0,1,1
"84805",0,1,1,0,0,1,0,0,1,1,1,0,0
"84806",1,0,0,0,0,0,0,0,0,0,1,1,0
"84807",0,1,1,0,0,0,0,0,1,0,0,1,0
"84809",0,0,0,1,0,0,0,0,1,0,0,1,0
"84810",0,1,0,0,1,0,0,0,1,0,0,0,1
"84811",0,1,0,1,0,0,0,0,0,0,0,1,1
"84813",0,1,1,0,1,1,0,0,1,0,1,0,0
"84818",0,1,1,0,0,0,0,0,0,0,1,0,0
"84819",1,1,0,0,0,0,0,1,1,0,1,1,0
"84820",0,0,0,0,0,0,0,0,0,0,1,1,1
"84822",0,0,0,0,0,0,0,0,0,0,0,1,1
"84824",0,0,0,0,0,0,0,0,0,0,0,0,0
"84826",0,1,1,0,0,1,0,0,1,1,1,0,0
"84830",1,1,0,0,0,1,0,0,1,0,0,1,0
"84832",0,1,0,0,0,1,0,0,0,1,0,1,1
"84840",0,0,0,0,0,0,0,0,0,0,0,1,1
"84842",1,0,0,0,0,0,0,0,0,0,1,0,1
"84843",0,0,1,1,0,0,1,0,1,0,1,0,0
"84845",1,0,0,0,0,0,0,0,0,0,0,1,0
"84847",1,0,0,0,0,1,0,0,1,0,0,1,1
"84850",1,0,1,1,0,0,0,0,1,0,1,0,0
"84853",0,0,1,0,0,0,0,0,0,0,1,0,1
"84856",1,1,1,1,0,1,1,0,1,0,0,0,1
"84858",1,0,0,0,0,0,0,0,0,0,0,1,1
"84860",0,1,0,1,1,1,1,0,1,1,1,0,1
"84861",0,0,1,0,1,1,0,0,0,0,1,0,1
"84864",0,1,0,1,0,1,0,1,1,0,1,1,0
"84866",0,1,0,0,0,1,0,0,1,0,1,0,0
"84870",1,0,0,1,0,1,0,1,1,0,0,1,1
"84871",1,1,0,0,0,0,0,0,0,0,0,1,0
"84875",0,0,0,0,0,0,0,0,0,0,0,1,0
"84877",0,0,0,0,1,1,0,0,1,0,0,1,0
"84879",1,1,1,0,0,0,0,0,0,0,0,1,0
"84880",0,1,0,0,0,0,0,0,0,1,1,0,0
"84882",0,1,0,0,1,1,0,0,0,0,1,0,1
"84890",0,1,0,0,0,1,0,1,1,0,1,0,0
"84892",1,0,0,0,0,0,0,0,0,0,0,1,1
"84894",0,0,0,0,0,0,0,0,0,0,0,1,1
"84898",0,0,0,0,0,0,0,0,0,0,0,1,1
"84899",1,0,0,0,0,0,0,0,1,0,1,0,1
"84900",0,0,0,0,0,0,0,0,0,0,0,1,1
"84901",0,1,1,0,0,1,0,0,1,0,1,1,0
"84902",0,0,1,0,0,1,0,0,1,0,1,0,1
"84904",0,0,1,0,0,0,0,0,1,0,0,1,0
"84910",1,1,0,0,0,1,0,0,0,0,1,0,1
"84912",0,1,0,0,0,0,0,0,0,0,0,1,0
"84913",0,0,0,1,0,0,0,0,0,0,0,1,1
"84915",1,0,0,0,0,0,0,1,1,0,0,1,1
"84921",0,1,0,0,0,1,0,0,0,1,1,0,0
"84927",0,0,0,0,0,0,0,0,0,1,1,0,1
"84928",1,0,1,0,1,1,0,0,1,1,1,0,0
"84929",1,1,1,0,1,1,1,0,1,1,1,0,1
"84931",0,1,1,0,0,0,0,0,0,1,1,1,0
"84933",0,0,0,0,0,1,0,0,1,0,1,1,0
"84935",0,1,0,0,0,0,0,0,0,1,0,1,0
"84939",0,1,0,0,0,0,0,0,0,0,1,0,1
"84941",0,1,1,1,1,1,0,0,1,1,1,0,1
"84942",0,1,0,0,0,0,0,0,1,0,0,1,0
"84945",0,1,0,0,0,0,0,1,1,0,1,0,0
"84948",1,1,1,0,0,0,0,1,1,0,0,0,0
"84949",0,1,0,1,0,0,0,0,1,0,1,0,1
"84952",0,0,1,0,0,0,0,0,1,0,0,0,0
"84954",0,1,0,0,0,0,0,0,0,1,1,1,0
"84956",1,0,0,0,0,0,0,0,1,0,0,1,0
"84959",0,1,1,1,1,0,1,1,1,0,0,0,0
"84960",0,0,0,0,0,0,0,0,0,0,1,1,0
"84964",0,0,0,0,0,0,0,0,0,0,0,1,0
"84965",1,1,1,0,0,1,0,0,1,1,1,0,1
"84968",1,1,1,0,0,1,0,0,1,1,1,0,0
"84969",0,0,1,0,1,1,1,1,0,0,1,0,1
"84972",0,1,0,1,0,1,0,1,1,0,0,0,0
"84973",0,1,1,0,1,1,1,0,1,1,1,0,1
"84974",0,1,0,0,0,0,0,0,1,0,0,1,0
"84976",0,1,1,0,0,1,0,0,1,0,0,0,1
"84980",0,1,0,1,0,0,0,0,0,0,0,1,1
"84981",1,1,1,0,0,1,0,0,1,0,1,0,0
"84993",1,1,1,1,1,0,0,0,1,0,1,0,1
"84994",1,1,1,0,1,1,0,1,1,1,1,0,1
"84995",0,1,1,0,1,1,0,0,1,1,0,0,0
"85003",0,1,0,0,1,1,0,0,1,0,1,0,1
"85004",0,0,0,0,0,1,0,0,1,0,0,0,0
"85006",0,1,1,0,0,1,0,0,1,0,1,0,0
"85009",0,0,1,1,0,1,0,0,1,0,1,0,1
"85011",0,0,1,0,0,0,1,0,1,0,0,1,0
"85012",0,0,0,0,0,0,0,0,0,0,1,1,0
"85014",0,1,0,0,0,0,0,0,0,0,1,0,1
"85015",0,1,0,0,0,1,0,0,0,0,1,0,1
"85017",0,0,1,0,0,0,0,0,1,0,0,1,0
"85018",1,1,1,1,0,0,0,0,1,0,1,0,0
"85020",0,0,1,0,0,1,0,0,1,0,1,0,0
"85021",0,1,0,0,1,1,0,0,1,0,1,0,1
"85026",1,1,0,0,1,1,0,0,1,0,1,0,1
"85027",0,0,0,0,0,0,0,0,0,1,1,0,1
"85028",0,0,0,0,0,0,0,0,0,0,1,1,0
"85029",0,1,1,0,1,1,0,0,1,1,1,0,1
"85031",0,0,0,0,0,0,0,0,0,0,1,1,1
"85034",0,1,0,1,0,0,0,0,1,0,0,1,0
"85035",0,0,0,0,0,0,0,0,0,0,1,1,1
"85039",0,0,0,0,0,0,0,0,0,0,0,1,0
"85047",1,1,0,1,0,0,0,0,1,0,0,1,1
"85052",0,0,0,0,0,0,0,0,0,0,0,1,0
"85053",1,1,1,0,1,1,0,0,1,0,1,0,0
"85055",0,1,1,0,0,1,0,0,1,0,0,0,0
"85056",0,0,0,0,0,0,0,0,0,0,0,1,1
"85062",0,0,1,0,0,1,0,0,1,1,1,0,1
"85064",0,0,1,0,0,1,0,0,1,0,1,0,1
"85065",1,1,0,0,0,1,0,0,1,1,1,0,0
"85066",0,1,0,0,0,1,0,0,1,0,1,0,1
"85067",0,0,0,0,0,0,0,0,0,0,0,1,1
"85069",0,1,0,0,0,1,0,0,0,0,1,0,1
"85075",0,0,0,0,0,1,0,0,1,0,1,0,0
"85076",0,0,1,0,0,0,0,0,1,0,1,1,0
"85079",1,1,0,0,0,1,0,0,1,0,0,0,0
"85084",0,1,0,0,0,0,0,0,0,0,1,1,1
"85085",0,1,0,0,0,1,1,0,1,1,1,1,1
"85092",1,1,1,0,0,0,0,0,1,0,1,0,1
"85093",0,0,1,0,0,0,0,0,0,0,0,0,1
"85096",0,1,1,0,0,1,0,1,1,0,1,0,1
"85097",0,0,1,0,0,0,0,0,1,1,1,0,0
"85100",0,1,1,0,1,1,0,0,1,0,1,0,0
"85101",1,1,1,0,0,1,0,1,1,0,0,1,0
"85109",0,0,1,0,1,1,0,0,1,0,1,0,1
"85111",0,0,0,1,0,0,0,0,0,0,0,1,1
"85119",0,0,0,0,1,1,0,0,1,0,1,1,0
"85121",0,0,1,0,0,0,0,0,0,0,0,1,0
"85128",0,1,1,0,0,1,0,1,1,0,1,0,0
"85135",0,1,0,0,0,1,0,0,1,0,0,0,1
"85136",0,0,1,0,0,0,0,0,1,0,0,0,0
"85139",0,0,0,0,0,0,0,0,0,0,1,1,0
"85140",0,0,0,1,0,0,0,0,0,0,0,1,1
"85143",1,1,1,0,0,0,0,1,1,0,1,0,1
"85144",0,1,0,0,0,0,0,1,1,0,0,1,0
"85145",0,1,0,0,0,0,0,0,0,0,1,0,0
"85149",0,1,0,0,0,1,0,0,0,0,0,1,0
"85150",0,0,0,0,0,0,0,0,0,0,0,1,0
"85152",0,0,0,0,0,0,0,0,0,0,0,1,0
"85153",0,0,0,0,1,1,0,0,1,0,1,0,0
"85154",0,0,0,0,0,1,0,0,0,0,1,1,0
"85158",1,0,0,0,0,0,0,0,1,0,1,1,1
"85159",0,0,1,1,0,0,1,0,1,0,0,0,0
"85161",0,0,0,0,0,0,0,0,0,0,0,1,0
"85162",0,1,0,1,0,0,0,1,1,0,0,1,0
"85163",0,1,0,0,1,1,1,0,1,1,1,0,1
"85164",0,1,0,1,1,1,1,0,1,1,1,0,0
"85165",0,1,1,0,0,1,1,0,1,1,1,1,0
"85169",0,1,0,0,0,0,0,0,0,0,1,0,0
"85172",0,0,0,0,0,0,0,0,0,0,0,1,0
"85173",0,0,1,0,0,0,0,0,0,0,1,0,0
"85178",0,0,0,0,0,0,0,0,0,0,1,1,1
"85180",0,1,1,0,0,1,0,0,0,0,1,0,1
"85184",0,0,0,0,0,0,0,0,0,0,0,0,0
"85186",0,0,0,1,0,0,0,0,1,0,1,1,1
"85188",0,1,1,0,1,1,0,0,1,1,1,0,1
"85189",0,0,0,0,0,0,0,0,1,0,0,1,0
"85196",0,0,1,1,0,1,0,0,1,1,1,0,1
"85197",0,0,0,0,0,0,0,0,0,0,0,1,1
"85198",0,1,0,0,1,0,1,0,1,1,1,0,1
"85199",0,0,0,0,0,0,0,0,0,0,0,1,0
"85200",0,0,0,0,0,1,0,1,1,0,1,0,1
"85202",1,0,1,0,1,1,1,1,1,0,0,0,1
"85203",1,1,0,0,0,0,1,1,0,0,0,1,1
"85205",0,1,1,1,0,1,0,0,1,0,1,0,1
"85207",1,1,0,1,0,0,0,1,1,0,0,1,1
"85208",0,0,0,0,0,1,0,0,1,1,1,0,0
"85210",1,1,1,0,0,1,0,0,0,0,0,1,1
"85215",1,0,0,0,1,0,0,0,0,0,1,1,1
"85217",0,1,0,0,0,0,0,0,1,0,1,0,1
"85218",0,0,1,0,0,1,0,0,1,0,1,0,0
"85219",0,0,0,0,0,0,0,0,0,0,1,1,0
"85220",0,0,0,0,0,0,0,0,0,0,0,1,0
"85223",0,1,0,0,1,0,0,0,0,0,0,1,1
"85227",0,0,0,0,0,0,0,0,0,0,0,1,0
"85228",0,1,0,0,0,0,0,0,0,0,0,1,0
"85230",0,0,0,0,0,1,0,0,1,1,1,0,1
"85233",0,0,0,0,0,0,0,0,0,0,1,1,1
"85236",0,1,1,0,0,1,1,0,1,0,0,1,1
"85237",0,0,0,0,0,1,0,0,0,0,0,1,1
"85238",1,1,0,0,1,0,0,0,0,0,0,1,1
"85239",0,1,1,0,1,0,1,0,1,0,1,0,0
"85241",0,1,1,0,1,1,1,0,1,0,1,0,0
"85245",0,1,0,0,0,0,0,0,1,0,0,1,0
"85252",0,1,1,0,0,0,0,0,0,0,1,0,1
"85256",1,1,1,1,0,0,1,0,1,0,1,1,1
"85257",0,0,0,0,0,0,0,0,0,0,0,1,1
"85258",0,0,1,0,0,0,0,0,0,0,0,0,1
"85260",1,1,1,0,0,1,0,0,1,1,1,0,0
"85263",1,1,0,1,0,0,0,0,1,0,0,1,1
"85264",0,1,1,0,1,1,0,0,1,1,1,0,0
"85267",0,0,1,0,0,0,0,0,1,0,1,0,0
"85269",0,1,0,0,0,0,0,0,0,0,1,1,0
"85272",1,1,0,0,0,1,0,1,1,0,0,0,0
"85274",1,1,1,1,0,1,1,0,1,0,1,0,1
"85275",0,1,0,0,1,0,0,0,0,0,1,0,1
"85278",1,1,1,0,0,1,0,0,1,0,1,0,0
"85281",0,0,1,0,0,1,0,0,1,0,1,0,0
"85282",0,1,0,0,0,0,0,0,1,0,0,1,0
"85283",0,1,1,0,0,0,0,1,0,1,1,0,1
"85285",0,1,0,0,0,0,0,0,0,1,1,1,0
"85287",0,1,0,0,0,0,0,0,1,1,0,1,1
"85290",0,1,0,0,0,0,0,1,1,1,1,0,0
"85292",0,0,0,1,0,0,0,0,0,1,1,0,1
"85293",0,0,0,0,0,0,0,0,0,0,0,1,0
"85296",0,0,1,0,1,1,1,0,1,0,1,0,0
"85297",0,0,0,0,0,0,0,0,1,0,0,1,0
"85300",1,1,1,0,0,0,0,1,1,0,1,0,0
"85307",0,1,0,0,0,0,0,0,0,0,0,1,0
"85308",0,1,0,0,0,1,0,0,1,0,1,0,0
"85311",1,0,1,1,0,1,0,0,0,0,0,1,1
"85313",1,0,1,1,0,1,1,0,1,0,1,0,1
"85315",0,1,1,0,0,1,0,0,1,1,1,0,0
"85316",0,0,1,0,0,1,0,0,1,0,0,1,0
"85318",1,1,1,0,0,0,0,0,0,0,0,0,1
"85320",1,1,0,0,1,0,0,0,1,0,1,0,1
"85321",0,0,1,0,0,0,1,0,1,0,1,0,1
"85322",0,0,1,1,0,0,0,1,1,0,1,0,0
"85324",1,1,1,0,0,1,1,0,1,0,1,0,1
"85325",0,1,1,1,0,1,0,0,0,1,1,0,1
"85330",0,0,1,0,1,1,1,0,1,1,1,0,1
"85331",1,1,1,0,1,1,0,0,1,1,1,0,1
"85333",1,1,0,0,0,1,0,0,1,1,0,0,1
"85334",0,1,0,1,0,0,0,0,1,0,0,0,1
"85337",0,1,0,0,0,0,0,0,1,0,1,1,1
"85338",1,0,0,0,0,0,0,0,1,0,0,1,0
"85339",0,0,0,0,0,0,0,0,0,0,0,0,0
"85341",1,0,1,0,0,0,0,0,0,1,0,0,1
"85343",1,1,1,0,0,1,0,0,1,1,1,0,1
"85345",0,0,0,0,1,0,0,0,1,0,0,1,0
"85348",0,0,0,0,0,0,0,0,0,0,0,1,0
"85349",0,1,1,1,0,0,0,0,0,0,1,1,0
"85353",0,0,1,1,1,1,0,1,1,0,1,0,0
"85356",0,0,0,1,0,1,0,1,0,1,1,0,1
"85358",0,0,0,0,0,0,0,0,1,0,1,1,1
"85360",0,0,0,0,0,0,0,0,0,0,0,1,0
"85361",1,1,1,0,1,1,0,1,1,1,1,0,1
"85362",0,1,1,0,0,1,0,0,1,1,1,0,0
"85363",0,1,0,0,1,0,0,1,0,0,1,0,1
"85366",0,1,0,0,0,0,1,0,1,0,0,1,0
"85369",1,0,1,0,0,0,0,0,1,0,0,1,0
"85372",0,1,1,0,0,1,0,0,1,1,1,0,1
"85373",0,1,0,0,0,0,0,0,0,0,1,1,0
"85377",0,1,0,0,1,0,0,1,0,0,1,1,1
"85378",0,0,1,1,0,1,0,0,1,0,1,0,0
"85379",0,0,1,0,0,0,0,0,0,0,0,1,0
"85381",0,1,0,0,0,1,0,0,0,0,1,0,1
"85382",1,1,0,0,0,0,0,0,1,1,1,0,1
"85383",0,1,1,0,0,0,0,1,1,0,1,0,0
"85389",0,0,0,1,0,1,0,0,0,0,1,0,1
"85395",0,0,0,1,0,0,0,0,0,1,1,0,0
"85396",0,0,1,0,0,1,1,0,1,0,1,0,1
"85399",0,0,1,1,0,1,0,0,1,0,1,0,0
"85401",0,0,0,0,0,0,0,0,0,0,0,1,1
"85403",0,0,0,1,0,0,0,0,1,0,0,1,0
"85404",0,0,0,0,0,0,0,0,0,0,0,1,0
"85411",0,0,0,0,0,0,0,0,0,0,1,1,1
"85414",0,0,0,0,0,0,0,0,0,0,1,1,1
"85418",1,1,1,0,0,1,1,0,1,1,1,0,1
"85421",0,1,0,0,0,1,0,0,0,0,1,0,1
"85424",0,1,0,0,0,0,0,1,1,0,0,1,0
"85435",0,1,1,1,0,1,0,0,1,0,1,0,1
"85438",0,1,1,0,0,1,0,0,0,0,0,1,0
"85441",1,1,0,1,1,1,0,0,1,0,1,1,1
"85444",1,1,1,0,1,1,1,1,1,1,1,0,0
"85452",0,0,0,0,0,0,0,0,0,0,1,1,1
"85458",0,0,0,0,0,0,0,0,0,0,1,0,0
"85459",0,0,0,1,0,0,0,0,1,0,0,1,0
"85463",0,1,0,0,0,1,0,0,1,1,1,0,0
"85465",0,1,0,0,0,0,0,0,0,0,0,0,0
"85468",0,1,0,0,0,0,0,0,1,0,0,1,1
"85469",1,0,1,0,0,1,0,1,1,0,1,0,0
"85471",0,1,0,1,0,0,0,0,1,0,1,1,1
"85473",1,1,1,0,0,0,0,0,0,1,0,1,1
"85474",1,1,0,0,1,0,1,0,1,0,1,0,1
"85475",0,0,0,0,0,0,0,0,0,0,0,1,0
"85477",0,0,0,0,0,0,0,0,0,0,0,1,1
"85479",0,0,1,0,0,1,0,0,1,0,1,0,1
"85480",1,0,0,1,0,0,1,0,1,0,0,0,0
"85483",0,1,1,1,0,1,0,1,0,0,1,0,1
"85486",0,0,0,0,0,0,0,0,0,0,1,1,0
"85491",0,0,0,0,0,0,0,0,0,1,1,0,1
"85495",0,0,1,0,0,1,0,0,0,1,1,1,0
"85504",0,0,0,0,0,0,0,0,0,0,0,1,0
"85508",0,0,1,0,0,0,0,0,0,0,0,1,0
"85519",1,1,1,0,0,1,0,0,0,1,1,0,1
"85520",0,0,0,0,0,0,0,0,0,0,0,1,0
"85521",0,1,0,0,0,0,0,0,0,0,0,1,0
"85522",0,1,0,0,0,1,0,0,1,0,1,0,0
"85527",1,0,1,1,1,1,0,0,1,0,1,0,0
"85529",0,0,0,0,0,0,0,0,1,0,0,1,1
"85530",0,0,0,0,0,0,0,0,0,0,0,1,0
"85532",0,0,0,1,0,0,0,0,0,0,0,1,0
"85533",1,0,0,0,0,1,0,0,1,0,0,1,1
"85535",0,0,0,0,1,1,0,0,1,0,1,1,0
"85540",0,0,0,0,0,0,0,0,0,0,0,1,0
"85542",0,0,0,0,0,1,0,0,1,0,1,0,0
"85544",0,0,0,0,1,1,0,0,1,0,0,1,0
"85546",0,0,0,0,0,0,0,0,0,0,0,1,0
"85547",0,1,0,1,0,0,0,0,1,0,0,1,1
"85549",1,0,0,0,0,1,0,0,1,0,1,0,0
"85552",0,0,0,0,0,0,0,0,0,0,0,1,0
"85558",1,1,1,1,0,1,0,0,1,1,1,0,1
"85560",0,0,0,0,0,0,0,0,0,0,0,1,0
